noc_2011_code,census_year,noc_2011_description,bc_low_wage,bc_median_wage,bc_high_wage,bc_data_source,bc_reference_period,bc_annual_wage,vic_low_wage,vic_median_wage,vic_high_wage,vic_data_source,vic_reference_period,vic_annual_wage,msw_low_wage,msw_median_wage,msw_high_wage,msw_data_source,msw_reference_period,msw_annual_wage,tok_low_wage,tok_median_wage,tok_high_wage,tok_data_source,tok_reference_period,tok_annual_wage,kot_low_wage,kot_median_wage,kot_high_wage,kot_data_source,kot_reference_period,kot_annual_wage,car_low_wage,car_median_wage,car_high_wage,car_data_source,car_reference_period,car_annual_wage,north_coast_low_wage,north_coast_median_wage,north_coast_high_wage,north_coast_data_source,north_coast_reference_period,north_coast_annual_wage,nechako_low_wage,nechako_median_wage,nechako_high_wage,nechako_data_source,nechako_reference_period,nechako_annual_wage,ne_low_wage,ne_median_wage,ne_high_wage,ne_data_source,ne_reference_period,ne_annual_wage
5134,2011,Dancers,16.9,31,40,Employment Insurance Data,2012-2013,HOUR,17,30,40,Employment Insurance Data,2011-2012,HOUR,16.08,33.67,40,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5135,2011,Actors and comedians,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5136,2011,"Painters, sculptors and other visual artists",16,30,48.8703,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,16.34,30.92,50,Employment Insurance Data,2012-2013,HOUR,15,30,44.57,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5211,2011,Library and public archive technicians,15.59,20,24,Labour Force Survey,2012-2013,HOUR,15.59,20,24,Labour Force Survey,2012-2013,HOUR,15.59,20,24,Labour Force Survey,2012-2013,HOUR,15.3,18.615,21.33,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5212,2011,Technical occupations related to museums and art galleries,10.25,19.472,32.5988,National Household Survey,2011,HOUR,14,17.5,25,Employment Insurance Data,2012-2013,HOUR,14,18,26.46,Employment Insurance Data,2011-2012,HOUR,13,18,25.59,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5221,2011,Photographers,10.25,13.0011,27.09,Employment Insurance Data,2012-2013,HOUR,10.25,13.0011,27.09,Employment Insurance Data,2012-2013,HOUR,10.25,13.062,34.7244,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5222,2011,Film and video camera operators,13.75,27.63,42.94,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,13,28.58,45,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5223,2011,Graphic arts technicians,10.25,22.248,46.1061,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,22.461,47.196,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5224,2011,Broadcast technicians,11.025,25.333,42.8314,National Household Survey,2011,HOUR,10.25,26.08,30.16,2006 Census - Statistics Canada,2006,HOUR,15.888,27.437,41.4494,National Household Survey,2011,HOUR,20.91,25.03,29.26,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5225,2011,Audio and video recording technicians,16.67,25.97,35.855,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,17,26,35.88,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5226,2011,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",11.382,27.785,46.6019,National Household Survey,2011,HOUR,15,22,29.5,Employment Insurance Data,2011-2012,HOUR,11.94,27.74,49.5513,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5227,2011,"Support occupations in motion pictures, broadcasting, photography and the performing arts",13,23,35,Labour Force Survey,2012-2013,HOUR,12.75,24.26,32,Employment Insurance Data,2012-2013,HOUR,13,23,35,Labour Force Survey,2012-2013,HOUR,10.58,13.4,29.44,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5231,2011,Announcers and other broadcasters,11.25,21.0596,44.3361,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,11.25,20.4,53.42,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5232,2011,"Other performers, n.e.c.",10.25,12.272,28.1533,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5241,2011,Graphic designers and illustrators,15,22.5,39.42,Labour Force Survey,2012-2013,HOUR,15,22.5,39.42,Labour Force Survey,2012-2013,HOUR,14.5,22.5,40.51,Labour Force Survey,2012-2013,HOUR,15,22.5,39.42,Labour Force Survey,2012-2013,HOUR,15,24,40.42,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5242,2011,Interior designers and interior decorators,14.5,22,38.8039,Employment Insurance Data,2012-2013,HOUR,14.12,20,36.75,Employment Insurance Data,2012-2013,HOUR,16,24.31,39.9452,Employment Insurance Data,2012-2013,HOUR,14.5,22,38.8039,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5243,2011,"Theatre, fashion, exhibit and other creative designers",12.5,22.875,38.45,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,13,23.6444,39.59,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5244,2011,Artisans and craftspersons,12,17,25,Employment Insurance Data,2012-2013,HOUR,12,16.25,24,Employment Insurance Data,2012-2013,HOUR,12,17,25,Employment Insurance Data,2012-2013,HOUR,14,16,21.99,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,12,16,23.83,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5245,2011,"Patternmakers - textile, leather and fur products",10.25,17.17,20.91,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5251,2011,Athletes,13.66,20,35.2571,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,15.8,22,50.73,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5252,2011,Coaches,13.5,22,44.7227,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,14.4533,22,44.2885,Employment Insurance Data,2012-2013,HOUR,12.73,22,41.01,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.73,22,41.01,Employment Insurance Data,2011-2012,HOUR
5253,2011,Sports officials and referees,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
5254,2011,"Program leaders and instructors in recreation, sport and fitness",11.5,18,28,Labour Force Survey,2012-2013,HOUR,11.5,18,28,Labour Force Survey,2012-2013,HOUR,12,19.7,30,Labour Force Survey,2012-2013,HOUR,10.25,19.102,28.4335,National Household Survey,2011,HOUR,12.12,17,23.2585,Employment Insurance Data,2012-2013,HOUR,11,17.84,24.5,Employment Insurance Data,2010-2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6211,2011,Retail sales supervisors,11.2,18,28.85,Labour Force Survey,2012-2013,HOUR,11.9,18,28.85,Labour Force Survey,2012-2013,HOUR,11,17.25,28.85,Labour Force Survey,2012-2013,HOUR,11.2,18,28.85,Labour Force Survey,2012-2013,HOUR,11.2,18,28.85,Labour Force Survey,2012-2013,HOUR,11.2,18,28.85,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.35,16.75,29,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6221,2011,Technical sales specialists - wholesale trade,13.8,23.2,41.35,Labour Force Survey,2012-2013,HOUR,13.8,23.2,41.35,Labour Force Survey,2012-2013,HOUR,13,24,45.67,Labour Force Survey,2012-2013,HOUR,13.8,23.2,41.35,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,13.9,24.04,40,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6222,2011,Retail and wholesale buyers,12,18,38.46,Labour Force Survey,2012-2013,HOUR,10.25,17.573,37.5332,National Household Survey,2011,HOUR,12,18.51,37.5,Labour Force Survey,2012-2013,HOUR,12,18,38.46,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6231,2011,Insurance agents and brokers,14,21.63,33.65,Labour Force Survey,2012-2013,HOUR,14,21.63,33.65,Labour Force Survey,2012-2013,HOUR,15.68,21.67,40,Labour Force Survey,2012-2013,HOUR,14,21.63,33.65,Labour Force Survey,2012-2013,HOUR,14,21.63,33.65,Labour Force Survey,2012-2013,HOUR,14.316,20.661,36.4467,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6232,2011,Real estate agents and salespersons,10.25,19.84,45.9578,National Household Survey,2011,HOUR,10.25,26.84,67.02,National Household Survey,2011,HOUR,10.25,19.09,47.92,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,18.5,44.38,Labour Force Survey - Statistics Canada,2010-2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,18.4,50.68,2006 Census - Statistics Canada,2006,HOUR
6235,2011,Financial sales representatives,17,23.08,33.33,Labour Force Survey,2012-2013,HOUR,17,23.08,33.33,Labour Force Survey,2012-2013,HOUR,17,23.44,30.77,Labour Force Survey,2012-2013,HOUR,18.97,22.56,45.67,Labour Force Survey,2012-2013,HOUR,16.67,23.44,34,Labour Force Survey - Statistics Canada,2011-2012,HOUR,17,23.08,33.33,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,16.67,23.44,34,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6311,2011,Food service supervisors,10.45,12,23.7,Labour Force Survey,2012-2013,HOUR,10.45,12,23.7,Labour Force Survey,2012-2013,HOUR,10.25,12,25,Labour Force Survey,2012-2013,HOUR,10.45,12,23.7,Labour Force Survey,2012-2013,HOUR,10.25,12.41,16.05,2006 Census - Statistics Canada,2006,HOUR,10.8,12.275,16.57,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,12.12,23.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6312,2011,Executive housekeepers,11.35,15,20,Employment Insurance Data,2012-2013,HOUR,11,14.75,20,Employment Insurance Data,2012-2013,HOUR,12,15,20.56,Employment Insurance Data,2012-2013,HOUR,11.125,15,19,Employment Insurance Data,2012-2013,HOUR,10.25,13.4,19.72,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6313,2011,"Accommodation, travel, tourism and related services supervisors",10.75,18.99,31.79,Labour Force Survey,2012-2013,HOUR,10.75,18.99,31.79,Labour Force Survey,2012-2013,HOUR,10.5,20,31.79,Labour Force Survey,2012-2013,HOUR,10.75,18.99,31.79,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6314,2011,Customer and information services supervisors,18.27,25,35.58,Labour Force Survey,2012-2013,HOUR,18.27,25,35.58,Labour Force Survey,2012-2013,HOUR,18.51,25.64,35.58,Labour Force Survey,2012-2013,HOUR,17.23,24.62,35.58,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,17.23,24.62,35.58,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6315,2011,Cleaning supervisors,12,21.63,29.47,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,11,18.27,28.85,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6316,2011,Other services supervisors,10.56,14.4,20.8526,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,14.52,18.84,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6321,2011,Chefs,10.75,15.6,24.04,Labour Force Survey,2012-2013,HOUR,11,17.15,24,Labour Force Survey,2012-2013,HOUR,10.45,15,24,Labour Force Survey,2012-2013,HOUR,10.75,15.6,24.04,Labour Force Survey,2012-2013,HOUR,10.75,15.6,24.04,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6322,2011,Cooks,10.25,12.1,20,Labour Force Survey,2012-2013,HOUR,10.25,12.5,20.27,Labour Force Survey,2012-2013,HOUR,10.25,12,20,Labour Force Survey,2012-2013,HOUR,10.25,12,17,Labour Force Survey,2012-2013,HOUR,10.25,12.1,20,Labour Force Survey,2012-2013,HOUR,10.3,13.8,21.1659,Employment Insurance Data,2012-2013,HOUR,10.25,11.195,19.9975,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,12,16.94,22,Employment Insurance Data,2012-2013,HOUR
6331,2011,"Butchers, meat cutters and fishmongers - retail and wholesale",10.25,11.75,25.6,Labour Force Survey,2012-2013,HOUR,10.25,11.45,24,Labour Force Survey,2011-2012,HOUR,10.25,11.5,25.6,Labour Force Survey,2012-2013,HOUR,10.25,12.5,25,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,12.5,25,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6332,2011,Bakers,10.25,12.5,25,Labour Force Survey,2012-2013,HOUR,10.25,12.5,25,Labour Force Survey,2012-2013,HOUR,10.25,12.35,20.46,Labour Force Survey,2012-2013,HOUR,10.25,12.5,25,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,12.35,21.36,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6341,2011,Hairstylists and barbers,10.25,12,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12.31,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12,23.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,12,23.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR
6342,2011,"Tailors, dressmakers, furriers and milliners",10.5,14,20,Labour Force Survey,2012-2013,HOUR,10.25,13,19.23,Employment Insurance Data,2011-2012,HOUR,10.5,14,20,Labour Force Survey,2012-2013,HOUR,12,14.4,20,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6343,2011,Shoe repairers and shoemakers,10.25,11.34,15.19,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,10.25,11.3,14.31,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6344,2011,"Jewellers, jewellery and watch repairers and related occupations",10.25,11.326,21.5156,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,13.892,22.4903,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6345,2011,Upholsterers,13,20,29.3,Employment Insurance Data,2012-2013,HOUR,10.25,10.25,16.85,2006 Census - Statistics Canada,2006,HOUR,14.5,21,29.3,Employment Insurance Data,2012-2013,HOUR,14,20,29.34,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6346,2011,Funeral directors and embalmers,14.654,24.588,189.964,National Household Survey,2011,HOUR,14.46,22.17,25.88,Employment Insurance Data,2011-2012,HOUR,15.563,25.482,202.345,National Household Survey,2011,HOUR,14.46,22.17,25.88,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6411,2011,Sales and account representatives - wholesale trade (non-technical),11.54,22.04,37.5,Labour Force Survey,2012-2013,HOUR,12,20.67,37.5,Labour Force Survey,2012-2013,HOUR,11.54,22.12,38.46,Labour Force Survey,2012-2013,HOUR,13,20.51,36.06,Labour Force Survey,2012-2013,HOUR,10.25,19.236,47.296,National Household Survey,2011,HOUR,11.54,22.04,37.5,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,15,24.89,45.09,2006 Census - Statistics Canada,2006,HOUR
6421,2011,Retail salespersons,10.25,12,23,Labour Force Survey,2012-2013,HOUR,10.25,12,22.19,Labour Force Survey,2012-2013,HOUR,10.25,12,23,Labour Force Survey,2012-2013,HOUR,10.25,12,23.08,Labour Force Survey,2012-2013,HOUR,10.25,12.5,28.85,Labour Force Survey,2011-2012,HOUR,10.25,12,29,Labour Force Survey,2012-2013,HOUR,10.25,12,23,Labour Force Survey,2012-2013,HOUR,10.25,12.25,18.15,Employment Insurance Data,2012-2013,HOUR,10.25,12,23,Labour Force Survey,2012-2013,HOUR
6511,2011,Mątres d'h̫tel and hosts/hostesses,10.25,12,20,Labour Force Survey,2012-2013,HOUR,10.25,11,18,Labour Force Survey - Statistics Canada,2011-2012,HOUR,10.25,12,19,Labour Force Survey,2012-2013,HOUR,10.25,11,18,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6512,2011,Bartenders,10.25,12,16.295,Employment Insurance Data,2012-2013,HOUR,10.25,12,16,Employment Insurance Data,2012-2013,HOUR,10.25,13,16.93,Employment Insurance Data,2012-2013,HOUR,10.25,12,15,Employment Insurance Data,2012-2013,HOUR,10.25,10.38,13,Employment Insurance Data,2011-2012,HOUR,10.25,12,14.89,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,11,15.81,Employment Insurance Data,2011-2012,HOUR
6513,2011,Food and beverage servers,10.25,11,17.11,Employment Insurance Data,2012-2013,HOUR,10.25,11,15.54,Employment Insurance Data,2012-2013,HOUR,10.25,12,20,Employment Insurance Data,2012-2013,HOUR,10.25,10.75,14,Employment Insurance Data,2012-2013,HOUR,10.25,11,13,Employment Insurance Data,2012-2013,HOUR,10.25,10.25,13.69,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,10.5,14,Employment Insurance Data,2011-2012,HOUR
6521,2011,Travel counsellors,11.25,16.73,28.85,Labour Force Survey,2012-2013,HOUR,12,14.1416,19.65,Employment Insurance Data,2012-2013,HOUR,12,16.73,27.4,Labour Force Survey,2012-2013,HOUR,11.5,15.9,23.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,11.5,15.9,23.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6522,2011,Pursers and flight attendants,15,27.47,57,Labour Force Survey,2012-2013,HOUR,22.06,30.06,49.5,Employment Insurance Data,2011-2012,HOUR,15,27.47,57,Labour Force Survey,2012-2013,HOUR,22.06,30.06,49.5,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6523,2011,Airline ticket and service agents,11,15,26,Labour Force Survey,2012-2013,HOUR,11,15,26,Labour Force Survey,2012-2013,HOUR,10.5,16,26.44,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6524,2011,"Ground and water transport ticket agents, cargo service representatives and related clerks",11,17.7061,24.42,Employment Insurance Data,2012-2013,HOUR,11.5,18,24.38,Employment Insurance Data,2012-2013,HOUR,11.6,19.25,24.5918,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6525,2011,Hotel front desk clerks,10.25,13.75,18,Labour Force Survey,2012-2013,HOUR,10.25,13.75,18,Labour Force Survey,2012-2013,HOUR,10.5,15,18,Labour Force Survey,2012-2013,HOUR,10.25,13.75,18,Labour Force Survey,2012-2013,HOUR,11,12.5,15.82,Employment Insurance Data,2012-2013,HOUR,10.25,12.97,15.78,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.02,14,17,Employment Insurance Data,2012-2013,HOUR
6531,2011,Tour and travel guides,11,14.25,22.17,Employment Insurance Data,2012-2013,HOUR,10.25,15.5,25.83,Employment Insurance Data,2012-2013,HOUR,11.5,14.125,23.1696,Employment Insurance Data,2012-2013,HOUR,10.25,13.25,18,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6532,2011,Outdoor sport and recreational guides,12,17,25,Employment Insurance Data,2012-2013,HOUR,12.125,17.43,22.785,Employment Insurance Data,2012-2013,HOUR,11.5,15,24.38,Employment Insurance Data,2012-2013,HOUR,13,21,40,Employment Insurance Data,2012-2013,HOUR,12.5,18.13,30,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6533,2011,Casino occupations,10.6,15.37,20,Labour Force Survey,2012-2013,HOUR,10.25,15,21,Labour Force Survey - Statistics Canada,2011-2012,HOUR,11.85,15,20,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,15.7,21.95,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6541,2011,Security guards and related security service occupations,11,14.97,25,Labour Force Survey,2012-2013,HOUR,12,16,25,Labour Force Survey,2012-2013,HOUR,10.7,14,25.75,Labour Force Survey,2012-2013,HOUR,11,14.5,20,Labour Force Survey,2012-2013,HOUR,11,14.97,25,Labour Force Survey,2012-2013,HOUR,11,14.97,25,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,16,18,25.55,Employment Insurance Data,2011-2012,HOUR
6551,2011,Customer services representatives - financial institutions,12,16,23.08,Labour Force Survey,2012-2013,HOUR,13.5,16,24,Labour Force Survey,2012-2013,HOUR,11.54,15.9,23.5,Labour Force Survey,2012-2013,HOUR,12,16,23.08,Labour Force Survey,2012-2013,HOUR,13.29,18.0826,23.515,Employment Insurance Data,2012-2013,HOUR,10.25,15.981,22.7742,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
6552,2011,Other customer and information services representatives,10.5,16.83,25,Labour Force Survey,2012-2013,HOUR,11,15,26.15,Labour Force Survey,2012-2013,HOUR,10.75,17,26.5,Labour Force Survey,2012-2013,HOUR,10.25,15.75,23.13,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,16,22.7,Employment Insurance Data,2012-2013,HOUR,10.5,16.83,25,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,11,18,27.99,Employment Insurance Data,2012-2013,HOUR
